compute_processes,cpu_percent,full_sample_ns,gpu_clock_mhz,gpu_memory_bytes,gpu_memory_util_percent,gpu_power_w,gpu_temp_c,gpu_util_percent,major_faults,minor_faults,monotonic_ns,pids,process_swap_bytes,pss_bytes,read_bytes,rss_bytes,swap_in_bytes,swap_out_bytes,swap_used_bytes,system_anon_bytes,system_available_bytes,system_cached_bytes,system_cpu_percent,system_mlocked_bytes,system_sreclaimable_bytes,system_total_bytes,system_used_bytes,time_s,uss_bytes,vmhwm_bytes,vms_bytes,write_bytes
"[{""pid"": 2622421, ""bytes"": 17077108736}]",365.9,2150305036396731,2752,17638490112,14,466.366,72,70,1431,17517738,2150305998258127,"[2622421, 2627614]",0,21281079296,56177790976,23921795072,16965836800,32445517824,434962432,22489276416,171076902912,6949380096,12.4,28299264,2389221376,200083849216,29006946304,7.341117431,21254819840,55925157888,197815205888,206684160
"[{""pid"": 2622421, ""bytes"": 13520338944}]",858.6,2150306098369201,2700,14081720320,5,450.118,67,19,1439,17602359,2150306098369201,"[2622421, 2627614]",0,24672313344,56177815552,24205991936,16965836800,32445517824,434962432,22818156544,170547793920,6960062464,16.9,28299264,2389426176,200083849216,29536055296,7.441228505,24650240000,55925157888,232275693568,212258816
"[{""pid"": 2622421, ""bytes"": 13520338944}]",288.79999999999995,2150306098369201,2700,14081720320,5,450.118,67,19,1439,17623783,2150306282946292,"[2622421, 2627614, 2627717]",0,24672313344,56232562688,25145544704,16965836800,32445517824,434962432,22943047680,170431926272,6960603136,20.0,28299264,2389434368,200083849216,29651922944,7.625805596,24650240000,55925157888,274982969344,214945792
"[{""pid"": 2622421, ""bytes"": 14004781056}]",248.2,2150306098369201,2700,14566162432,5,450.118,67,19,1441,17718202,2150306383205334,"[2622421, 2627614]",0,24672313344,56540073984,25440387072,16965836800,32445517824,434962432,23251644416,170197528576,6961766400,10.0,28299264,2389483520,200083849216,29886320640,7.726064638,24650240000,55925157888,274277875712,216809472
"[{""pid"": 2622421, ""bytes"": 14432600064}]",159.1,2150306098369201,2700,14993981440,5,450.118,67,19,1443,17756146,2150306483341744,"[2622421, 2627614]",0,24672313344,56899018752,25592926208,16965836800,32445517824,434962432,23407894528,170089336832,6970195968,6.1,28299264,2389512192,200083849216,29994512384,7.826201048,24650240000,55925157888,274277875712,218353664
"[{""pid"": 2622421, ""bytes"": 14399045632}]",209.6,2150306098369201,2700,14962524160,5,450.118,67,19,1444,17830969,2150306583445284,"[2622421, 2627614]",0,24672313344,57234522112,25889804288,16965836800,32445517824,434962432,23709626368,169872293888,6968348672,7.2,28299264,2389573632,200083849216,30211555328,7.926304588,24650240000,55925157888,274277875712,220200960
"[{""pid"": 2622421, ""bytes"": 14667481088}]",181.2,2150306098369201,2872,15230959616,2,362.362,66,16,1445,17907292,2150306683550586,"[2622421, 2627614]",0,24672313344,57442406400,26211409920,16965836800,32445517824,434962432,24024793088,169681956864,6978711552,6.0,28299264,2389602304,200083849216,30401892352,8.02640989,24650240000,55925157888,274277875712,221347840
"[{""pid"": 2622421, ""bytes"": 14667481088}]",20.0,2150306098369201,2872,15230959616,2,362.362,66,16,1445,17907394,2150306783673602,"[2622421, 2627614]",0,24672313344,57549950976,26212458496,16965836800,32445517824,434962432,24025219072,169671991296,6971482112,1.9,28299264,2389626880,200083849216,30411857920,8.126532906,24650240000,55925157888,274277875712,222011392
"[{""pid"": 2622421, ""bytes"": 17236492288}]",453.4,2150306098369201,2872,17799970816,2,362.362,66,16,1447,17974111,2150306883813730,"[2622421, 2627614]",0,24672313344,57844043776,26482851840,16965836800,32445517824,434962432,24295301120,169482633216,6973472768,14.2,28299264,2389676032,200083849216,30601216000,8.226673034,24650240000,55925157888,309375811584,224149504
"[{""pid"": 2622421, ""bytes"": 24094179328}]",341.5,2150306098369201,2872,24659755008,2,362.362,66,16,1449,18043576,2150306984040951,"[2622421, 2627614]",0,24672313344,58162597888,26765369344,16965836800,32445517824,434962432,24578052096,169235116032,6976610304,11.4,28299264,2389737472,200083849216,30848733184,8.326900255,24650240000,55925157888,358265040896,226291712
"[{""pid"": 2622421, ""bytes"": 32256294912}]",100.6,2150306098369201,2872,32821870592,2,362.362,66,16,1449,18043921,2150307084116828,"[2622421, 2627614]",0,24672313344,58162597888,26767204352,16965836800,32445517824,434962432,24580354048,169232318464,6975459328,3.8,28299264,2389762048,200083849216,30851530752,8.426976132,24650240000,55925157888,366452322304,226959360
"[{""pid"": 2622421, ""bytes"": 32256294912}]",100.5,2150307184193136,2865,32821870592,48,255.949,77,64,1449,18043936,2150307184193136,"[2622421, 2627614]",0,26743250944,58162597888,26767466496,16965836800,32445517824,434962432,24580390912,169232785408,6975918080,5.5,28299264,2389798912,200083849216,30851063808,8.52705244,26716991488,55925157888,366452322304,227229696
"[{""pid"": 2622421, ""bytes"": 32256294912}]",208.8,2150307184193136,2865,32821870592,48,255.949,77,64,1449,18043936,2150307322668229,"[2622421, 2627614]",0,26743250944,58162597888,26766680064,16965836800,32445517824,434962432,24580390912,169232785408,6975918080,13.3,28299264,2389798912,200083849216,30851063808,8.665527533,26716991488,55925157888,366452322304,227459072
"[{""pid"": 2622421, ""bytes"": 22793945088}]",157.3,2150307184193136,2865,23359520768,48,255.949,77,64,1450,18072714,2150307422824828,"[2622421, 2627614]",0,26743250944,58229604352,26884341760,16965836800,32445517824,434962432,24699944960,168899166208,6979010560,7.7,28299264,2389807104,200083849216,31184683008,8.765684132,26716991488,55925157888,366452322304,228282368
"[{""pid"": 2622421, ""bytes"": 20143144960}]",289.2,2150307184193136,2865,20708720640,48,255.949,77,64,1451,18155400,2150307522957181,"[2622421, 2627614]",0,26743250944,58536849408,27221708800,16965836800,32445517824,434962432,25033789440,168394768384,6980530176,13.3,28299264,2389868544,200083849216,31689080832,8.865816485,26716991488,55925157888,408454504448,230232064
"[{""pid"": 2622421, ""bytes"": 20579352576}]",353.0,2150307184193136,2070,21144928256,6,381.834,74,20,1454,18251161,2150307623094403,"[2622421, 2627614]",0,26743250944,58879041536,27611418624,16965836800,32445517824,434962432,25423646720,167992913920,6987837440,10.9,28299264,2389925888,200083849216,32090935296,8.965953707,26716991488,55925157888,408454504448,232878080
"[{""pid"": 2622421, ""bytes"": 20579352576}]",184.1,2150307184193136,2070,21144928256,6,381.834,74,20,1454,18251885,2150307723187974,"[2622421, 2627614]",0,26743250944,58938474496,27613515776,16965836800,32445517824,434962432,25427509248,167984021504,6984212480,6.4,28299264,2389954560,200083849216,32099827712,9.066047278,26716991488,55925157888,408454504448,233570304
"[{""pid"": 2622421, ""bytes"": 20579352576}]",100.9,2150307184193136,2070,21144928256,6,381.834,74,20,1454,18251891,2150307823237261,"[2622421, 2627614]",0,26743250944,58938474496,27613777920,16965836800,32445517824,434962432,25427542016,167984594944,6984830976,3.8,28299264,2389970944,200083849216,32099254272,9.166096565,26716991488,55925157888,408454504448,233852928
"[{""pid"": 2622421, ""bytes"": 20579352576}]",101.1,2150307184193136,2070,21144928256,6,381.834,74,20,1454,18251898,2150307923307708,"[2622421, 2627614]",0,26743250944,58938474496,27613777920,16965836800,32445517824,434962432,25427570688,167985094656,6985318400,3.8,28299264,2389979136,200083849216,32098754560,9.266167012,26716991488,55925157888,408454504448,234119168
"[{""pid"": 2622421, ""bytes"": 21015560192}]",334.0,2150307184193136,2070,21583233024,6,381.834,74,20,1456,18346988,2150308023424922,"[2622421, 2627614]",0,26743250944,59264569344,28001943552,16965836800,32445517824,434962432,25811980288,167614484480,6991081472,11.0,28299264,2390036480,200083849216,32469364736,9.366284226,26716991488,55925157888,408454504448,236339200
"[{""pid"": 2622421, ""bytes"": 21015560192}]",165.6,2150307184193136,2070,21583233024,6,381.834,74,20,1456,18347712,2150308123550132,"[2622421, 2627614]",0,26743250944,59325186048,28005351424,16965836800,32445517824,434962432,25817571328,167610249216,6987616256,6.1,28299264,2390061056,200083849216,32473600000,9.466409436,26716991488,55925157888,408454504448,237035520
"[{""pid"": 2622421, ""bytes"": 21133000704}]",100.5,2150308223651617,2145,21700673536,43,531.701,78,100,1458,18386105,2150308223651617,"[2622421, 2627614]",0,27979620352,59325186048,28003786752,16965836800,32445517824,434962432,25972273152,167467798528,6992109568,7.2,28299264,2390097920,200083849216,32616050688,9.566510921,27953360896,55925157888,408454504448,237281280
"[{""pid"": 2622421, ""bytes"": 21133000704}]",275.4,2150308223651617,2145,21700673536,43,531.701,78,100,1458,18386123,2150308389032061,"[2622421, 2627614]",0,27979620352,59475820544,28159766528,16965836800,32445517824,434962432,25972273152,167463927808,6997786624,10.0,28299264,2390097920,200083849216,32619921408,9.731891365,27953360896,55925157888,408454504448,238731264
"[{""pid"": 2622421, ""bytes"": 21434990592}]",238.4,2150308223651617,2145,22002663424,43,531.701,78,100,1459,18443539,2150308489154546,"[2622421, 2627614]",0,27979620352,59712425984,28394647552,16965836800,32445517824,434962432,26207604736,167214403584,6991605760,8.4,28299264,2390159360,200083849216,32869445632,9.83201385,27953360896,55925157888,408454504448,240304128
"[{""pid"": 2622421, ""bytes"": 21434990592}]",101.1,2150308223651617,2145,22002663424,43,531.701,78,100,1459,18443547,2150308589264667,"[2622421, 2627614, 2627734]",0,27979620352,59712425984,28662034432,16965836800,32445517824,434962432,26451750912,167190368256,6992105472,6.3,28299264,2390163456,200083849216,32893480960,9.932123971,27953360896,55925157888,409396310016,240615424
"[{""pid"": 2622421, ""bytes"": 21434990592}]",110.3,2150308223651617,2040,22002663424,1,555.058,78,100,1459,18443560,2150308689379778,"[2622421, 2627614]",0,27979620352,59712425984,28395171840,16965836800,32445517824,434962432,26207801344,167006576640,6992662528,6.0,28299264,2390220800,200083849216,33077272576,10.032239082,27953360896,55925157888,408454504448,241143808
"[{""pid"": 2622421, ""bytes"": 21753757696}]",271.4,2150308223651617,2040,22321430528,1,555.058,78,100,1460,18513549,2150308789582033,"[2622421, 2627614]",0,27979620352,59866333184,28670857216,16965836800,32445517824,434962432,26489159680,166707191808,6995890176,9.6,28299264,2390253568,200083849216,33376657408,10.132441337,27953360896,55925157888,408454504448,242720768
"[{""pid"": 2622421, ""bytes"": 21854420992}]",287.90000000000003,2150308223651617,2040,22422093824,1,555.058,78,100,1461,18539378,2150308889700931,"[2622421, 2627614]",0,27979620352,60099293184,28785172480,16965836800,32445517824,434962432,26597646336,166587105280,6995558400,9.4,28299264,2390298624,200083849216,33496743936,10.232560235,27953360896,55925157888,408454504448,244174848
"[{""pid"": 2622421, ""bytes"": 21854420992}]",100.4,2150308223651617,2040,22422093824,1,555.058,78,100,1461,18539384,2150308989779864,"[2622421, 2627614]",0,27979620352,60099293184,28785434624,16965836800,32445517824,434962432,26597695488,166587441152,6995918848,3.8,28299264,2390306816,200083849216,33496408064,10.332639168,27953360896,55925157888,408454504448,244432896
"[{""pid"": 2622421, ""bytes"": 21854420992}]",100.1,2150308223651617,2040,22422093824,1,555.058,78,100,1461,18539389,2150309089843958,"[2622421, 2627614]",0,27979620352,60099293184,28785696768,16965836800,32445517824,434962432,26597699584,166604079104,6996013056,4.1,28299264,2390306816,200083849216,33479770112,10.432703262,27953360896,55925157888,408454504448,244654080
"[{""pid"": 2622421, ""bytes"": 22022193152}]",244.5,2150308223651617,2077,22591963136,1,578.221,75,100,1463,18578644,2150309190034130,"[2622421, 2627614]",0,27979620352,60253188096,28940521472,16965836800,32445517824,434962432,26754842624,166463541248,6999846912,8.8,28299264,2390335488,200083849216,33620307968,10.532893434,27953360896,55925157888,408454504448,246046720
"[{""pid"": 2622421, ""bytes"": 22089302016}]",285.9,2150309290132279,2077,22659072000,1,578.221,75,100,1464,18635212,2150309290132279,"[2622421, 2627614]",0,29149827072,60487299072,29174550528,16965836800,32445517824,434962432,26987696128,166218203136,7000555520,7.7,28299264,2390409216,200083849216,33865646080,10.632991583,29123567616,55925157888,408454504448,247603200
"[{""pid"": 2622421, ""bytes"": 22089302016}]",200.6,2150309290132279,2077,22659072000,1,578.221,75,100,1464,18635212,2150309439286985,"[2622421, 2627614]",0,29149827072,60487299072,29174550528,16965836800,32445517824,434962432,26987696128,166218203136,7000555520,0.0,28299264,2390409216,200083849216,33865646080,10.782146289,29123567616,55925157888,408454504448,247848960
"[{""pid"": 2622421, ""bytes"": 22089302016}]",100.0,2150309290132279,2077,22659072000,1,578.221,75,100,1464,18635219,2150309539353785,"[2622421, 2627614]",0,29149827072,60487299072,29175074816,16965836800,32445517824,434962432,26987753472,166218702848,7001047040,3.8,28299264,2390417408,200083849216,33865146368,10.882213089,29123567616,55925157888,408454504448,248119296
"[{""pid"": 2622421, ""bytes"": 22324183040}]",337.6,2150309290132279,2145,22893953024,72,572.813,75,100,1466,18730300,2150309639505475,"[2622421, 2627614]",0,29149827072,60808556544,29562355712,16965836800,32445517824,434962432,27373608960,165887201280,7017148416,11.7,28299264,2390466560,200083849216,34196647936,10.982364779,29123567616,55925157888,408454504448,250368000
"[{""pid"": 2622421, ""bytes"": 22324183040}]",185.6,2150309290132279,2145,22893953024,72,572.813,75,100,1466,18731027,2150309739634562,"[2622421, 2627614, 2627746]",0,29149827072,60875726848,29831270400,16965836800,32445517824,434962432,27621920768,165624696832,7005097984,7.4,28299264,2390491136,200083849216,34459152384,11.082493866,29123567616,55925157888,409396310016,251097088
"[{""pid"": 2622421, ""bytes"": 22324183040}]",110.0,2150309290132279,2145,22893953024,72,572.813,75,100,1466,18731038,2150309839734304,"[2622421, 2627614]",0,29149827072,60875726848,29564407808,16965836800,32445517824,434962432,27377815552,165632323584,7006285824,6.6,28299264,2390519808,200083849216,34451525632,11.182593608,29123567616,55925157888,408454504448,251604992
"[{""pid"": 2622421, ""bytes"": 22324183040}]",100.3,2150309290132279,2145,22893953024,72,572.813,75,100,1466,18731047,2150309939814609,"[2622421, 2627614]",0,29149827072,60875726848,29564932096,16965836800,32445517824,434962432,27377807360,165632606208,7006547968,3.5,28299264,2390528000,200083849216,34451243008,11.282673913,29123567616,55925157888,408454504448,251867136
"[{""pid"": 2622421, ""bytes"": 22491955200}]",304.6,2150309290132279,2145,23061725184,72,572.813,75,100,1468,18807218,2150310039937164,"[2622421, 2627614]",0,29149827072,61147791360,29875408896,16965836800,32445517824,434962432,27688148992,165385379840,7015841792,9.8,28299264,2390581248,200083849216,34698469376,11.382796468,29123567616,55925157888,408454504448,253784064
"[{""pid"": 2622421, ""bytes"": 22559064064}]",211.79999999999998,2150309290132279,2152,23130931200,60,571.72,79,98,1469,18826852,2150310140074897,"[2622421, 2627614]",0,29149827072,61262962688,29953998848,16965836800,32445517824,434962432,27767787520,165303930880,7009787904,7.3,28299264,2390614016,200083849216,34779918336,11.482934201,29123567616,55925157888,408454504448,254840832
"[{""pid"": 2622421, ""bytes"": 22559064064}]",100.8,2150309290132279,2152,23130931200,60,571.72,79,98,1469,18826858,2150310240174539,"[2622421, 2627614]",0,29149827072,61262962688,29954523136,16965836800,32445517824,434962432,27767816192,165304180736,7010054144,3.8,28299264,2390618112,200083849216,34779668480,11.583033843,29123567616,55925157888,408454504448,255098880
"[{""pid"": 2622421, ""bytes"": 22659727360}]",110.0,2150310340270073,2152,23231594496,60,571.72,79,98,1470,18902961,2150310340270073,"[2622421, 2627614]",0,29930893312,61262962688,29954523136,16965836800,32445517824,434962432,28076965888,165090971648,7022198784,6.6,28299264,2390667264,200083849216,34992877568,11.683129377,29904633856,55925157888,408454504448,255307776
"[{""pid"": 2622421, ""bytes"": 22659727360}]",256.8,2150310340270073,2152,23231594496,60,571.72,79,98,1470,18902994,2150310513499584,"[2622421, 2627614]",0,29930893312,61467791360,30265647104,16965836800,32445517824,434962432,28076965888,165072838656,7019749376,5.0,28299264,2390671360,200083849216,35011010560,11.856358888,29904633856,55925157888,408454504448,256958464
"[{""pid"": 2622421, ""bytes"": 22693281792}]",212.1,2150310340270073,2152,23265148928,60,571.72,79,98,1471,18922685,2150310613622480,"[2622421, 2627614]",0,29930893312,61650194432,30345338880,16965836800,32445517824,434962432,28174835712,164999360512,7014002688,10.1,28299264,2390712320,200083849216,35084488704,11.956481784,29904633856,55925157888,408454504448,258256896
"[{""pid"": 2622421, ""bytes"": 22693281792}]",119.9,2150310340270073,2055,23265148928,1,577.141,78,100,1471,18922691,2150310713720228,"[2622421, 2627614]",0,29930893312,61650194432,30344597504,16965836800,32445517824,434962432,28157947904,164999118848,7013806080,3.8,28299264,2390716416,200083849216,35084730368,12.056579532,29904633856,55925157888,408454504448,258519040
"[{""pid"": 2622421, ""bytes"": 22827499520}]",213.8,2150310340270073,2055,23399366656,1,577.141,78,100,1472,18951180,2150310813958040,"[2622421, 2627614]",0,29930893312,61764587520,30460604416,16965836800,32445517824,434962432,28273692672,164926644224,7018086400,7.9,28299264,2390728704,200083849216,35157204992,12.156817344,29904633856,55925157888,408454504448,259694592
"[{""pid"": 2622421, ""bytes"": 23028826112}]",305.09999999999997,2150310340270073,2055,23600693248,1,577.141,78,100,1474,19018506,2150310914063512,"[2622421, 2627614]",0,29930893312,62037458944,30734499840,16965836800,32445517824,434962432,28772167680,164555005952,7017070592,13.1,28299264,2390781952,200083849216,35528843264,12.256922816,29904633856,55925157888,408454504448,261525504
"[{""pid"": 2622421, ""bytes"": 23028826112}]",101.0,2150310340270073,2055,23600693248,1,577.141,78,100,1474,19018517,2150311014162874,"[2622421, 2627614]",0,29930893312,62037458944,30734761984,16965836800,32445517824,434962432,28547678208,164338884608,7018459136,5.7,28299264,2390827008,200083849216,35744964608,12.357022178,29904633856,55925157888,408454504448,262053888
"[{""pid"": 2622421, ""bytes"": 23028826112}]",110.3,2150310340270073,2055,23600693248,1,577.141,78,100,1474,19018524,2150311114258698,"[2622421, 2627614]",0,29930893312,62037458944,30735024128,16965836800,32445517824,434962432,28547604480,164338843648,7018622976,4.1,28299264,2390831104,200083849216,35745005568,12.457118002,29904633856,55925157888,408454504448,262299648
